3 15225 23341
0 0     -385.99 387.12
0 414     296.04 -242.27
1 414     381.75 -303.61
0 415     257.2 -257.71
1 415     336.08 -305.15
0 416     257.48 -261.04
1 416     335.88 -308.59
0 417     623.38 -266.47
1 417     748.62 -451.86
0 418     630.97 -336.45
1 418     727.21 -526.16
0 419     -168.12 -528.62
1 419     -149.42 -422.72
0 420     -172.01 -534.53
1 420     -154.9 -426.95
0 421     -79.48999 -545.45
1 421     -74.77002 -468.17
0 422     139.59 -539.25
1 422     134.57 -538.73
0 423     -82.03003 -552.89
1 423     -79.71997 -473.99
0 424     479.26 380.09
1 424     837.6899 264.27
2 424     261.9399 258.87
0 425     479.26 380.09
1 425     837.6899 264.27
2 425     261.9399 258.87
0 426     -281.42 357.91
1 426     57.16998 437.83
0 427     518.01 355.17
1 427     870.66 227.58
0 428     473.35 334.79
1 428     816.66 217.55
2 428     265.9399 210.49
0 429     473.35 334.79
1 429     816.66 217.55
2 429     265.9399 210.49
0 430     -395.74 303.29
1 430     -66.69 413.77
0 431     248.9399 275.14
1 431     565.24 216.05
0 432     80.95001 264.64
1 432     387.9399 252.54
0 433     232.8101 229.6
1 433     530.38 175.34
0 434     544.25 219.11
1 434     839.58 78.38
0 435     -57.03003 179.7
1 435     218.67 207.72
0 436     -123.69 157.15
1 436     145.87 204.33
0 437     593.28 156.15
1 437     871.48 -2.419983
0 438     -101.17 102.31
1 438     115.43 152.51
0 439     -260.68 66.35999
1 439     -17.88 155.81
0 440     100.99 46.15002
1 440     271.36 45.08002
0 441     558.84 -1.130005
1 441     786.33 -158.09
0 442     563.61 -14
1 442     787.09 -173.14
0 443     210.7 -26.77002
1 443     358.72 -60.09998
2 443     366.96 46.39001
0 444     332.15 -28.04999
1 444     492.51 -101.9
0 445     585.33 -40.34998
1 445     801.3101 -208.03
0 446     58.94 -75.14001
1 446     193.78 -61.64001
0 447     60.84003 -89.95001
1 447     191.55 -76.71002
2 447     246.92 -52.47998
0 448     -299.78 -124.78
1 448     -122.9 -11.5
0 449     -296.41 -129.75
1 449     -121.31 -16.57001
0 450     -314.26 -151.61
1 450     -145.66 -31.77002
0 451     -99.16998 -507.11
1 451     -78.31 -425.95
0 452     -191.64 350.49
1 452     144.23 408.11
0 453     512.67 330.77
1 453     856.9399 202.86
0 454     501.03 269.91
1 454     824.85 141.19
0 455     209.71 239.17
1 455     510.28 191.19
0 456     584.96 139.91
1 456     857.58 -17.81
2 456     486.23 112.39
0 457     560.8 123.36
1 457     827 -28.25
2 457     463.37 82.51001
0 458     526.01 104.4
1 458     785.42 -37.65997
0 459     266.83 102.5
1 459     464.1899 50.44
0 460     -290.25 67.51001
1 460     -44.89001 164.84
2 460     -430.43 -188.51
0 461     -266.74 49.97998
1 461     -29.37 142.03
2 461     -389.38 -197.24
0 462     546.64 43.5
1 462     787.66 -107.7
0 463     600.33 44.21002
1 463     843.36 -123.7
0 464     637.8 -13.97998
1 464     864.46 -197.4
0 465     645.12 -21.59003
1 465     869.8199 -207.76
2 465     597.62 -22.47998
0 466     631.62 -22.51001
1 466     855.12 -204.21
0 467     214.91 -29.78003
1 467     362.22 -64.52002
0 468     662.97 -113.07
1 468     859.5699 -310.58
0 469     146.54 -293.5
1 469     215.62 -303.16
0 470     -70.92999 -567.4
1 470     -74.72998 -490.73
0 471     -392.58 310.41
1 471     -61.90002 419.88
0 472     484 321.55
1 472     823.49 200.7
2 472     281.34 202.34
0 473     -55.96997 294.04
1 473     262.02 317.79
0 474     470.11 292.74
1 474     799.8 173.6
0 475     490.27 292.5
1 475     820.95 168.07
0 476     509.54 271.37
1 476     834.28 140.2
0 477     51.01001 249.41
1 477     352.0699 245.4
0 478     303.23 196.43
1 478     591 121.78
0 479     303.23 196.43
1 479     591 121.78
0 480     553.12 188.61
1 480     839.53 42.97998
2 480     437.2 145.45
0 481     96.06 96.09
1 481     284.51 97.10999
2 481     203.38 133.71
0 482     115.73 61.15997
1 482     290.96 55.40002
0 483     551.9 60.04999
1 483     797.9399 -91.72998
0 484     338.58 10.06
1 484     513.42 -65.96002
0 485     333.02 9.52002
1 485     505.84 -65.15997
0 486     195.1 -86.46997
1 486     325.23 -114.94
0 487     617.8101 -282.46
1 487     735.39 -466.37
2 487     718.58 -229.38
0 488     496.83 -415.03
1 488     547.1899 -552.15
0 489     462.0601 317.18
1 489     799.27 201.74
0 490     505.23 293.77
1 490     836.99 165.31
0 491     515.03 278.05
1 491     842.29 145.79
0 492     53.21997 240.41
1 492     350.84 236.55
0 493     162.02 133.46
1 493     360.3101 117.4
0 494     576.7 120.33
1 494     842.85 -36.29999
2 494     482.36 88.21997
0 495     623.88 -26.22998
1 495     846.0601 -205.56
0 496     74.5 -75.54999
1 496     208.76 -66.29999
0 497     204.37 -79.75
1 497     336.46 -111.26
0 498     218.47 329.06
1 498     554.4399 278.51
0 499     553.8199 91.89999
1 499     810.03 -58.90997
0 500     607.36 -270.36
1 500     729.24 -450.23
0 501     -541.43 276.88
1 501     -210.47 424.16
0 502     -341.64 327.84
1 502     -8.76001 424.06
0 503     -524.12 445.81
1 503     -156.08 580.35
0 504     -519.87 446.78
1 504     -151.93 580.15
0 505     -530.75 348.08
1 505     -185.01 488.94
0 506     131.09 568.1
1 506     533.5 548.13
2 506     -178.68 336.59
0 507     416.5 580.03
1 507     864.09 491.35
2 507     60.08002 349.83
0 508     287.62 557.48
1 508     705.97 497.86
2 508     -43.69 326.46
0 509     326.83 580.98
1 509     757.98 513.38
0 510     299.11 565.75
1 510     721.1801 503.82
2 510     -34.82001 333.72
0 511     163.9 578.67
1 511     573.11 550.47
2 511     -152.02 347.85
0 512     118.17 -392.41
1 512     161.1899 -390.34
0 513     568.42 220.95
1 513     866.03 73.35999
0 514     500.72 402.97
1 514     868.21 283.75
0 515     335.24 460.63
1 515     730.86 381.96
2 515     10.44 221.93
0 516     370.29 502.1
1 516     783.9301 417.22
2 516     33.5 267.16
0 517     519.16 346.09
1 517     868.5 218.01
2 517     315.75 242.58
0 518     484 321.55
1 518     823.49 200.7
2 518     281.34 202.34
0 519     454.4 316.62
1 519     790.99 202.95
0 520     314.64 568.22
1 520     739.33 502.59
2 520     -21.84003 336.79
0 521     504.41 406.03
1 521     872.86 285.55
2 521     284.72 293.94
0 522     491.42 419.35
1 522     863.55 303.43
2 522     267.1801 301.37
0 523     467.08 383.74
1 523     825.77 271.64
2 523     246.66 257.23
0 524     582.3199 208.71
1 524     877.09 56.01001
2 524     464.53 180.56
0 525     11.72998 554.98
1 525     404.28 562.36
2 525     -285.41 322.07
0 526     -21.15997 12.03003
1 526     146.23 45.34003
0 527     -266.06 386.31
1 527     78.83002 461.99
2 527     -544.25 119.9
0 528     -315.3 406.25
1 528     35.23999 493.58
2 528     -596.61 145.35
0 529     -564.55 306.94
1 529     -225.12 458.08
0 530     -505.26 388.79
1 530     -151.38 521.69
0 531     -425.2 310.19
1 531     -92.51001 427.17
0 532     331.52 465.73
1 532     727.96 388.18
2 532     6.47998 227.35
0 533     118.13 419.49
1 533     480.9 396.58
2 533     -175.11 168.93
0 534     335.24 460.63
1 534     730.86 381.96
2 534     10.44 221.93
0 535     -169.95 148.12
1 535     97.58002 208.2
0 536     16.98999 515.27
1 536     397.96 520.7
2 536     -276.42 277.86
0 537     -69.69 467.05
1 537     296.09 493.27
2 537     -353.64 220.98
0 538     167.62 36.28003
1 538     334.64 15.48999
2 538     303.26 100.49
0 539     337.16 439.72
1 539     726.77 359.22
2 539     15.90002 199.24
0 540     -12.82001 -38.71002
1 540     138.1801 -5.429993
2 540     141.47 -25.89001
0 541     -465.46 398.94
1 541     -111.45 522.36
0 542     -100.83 539.47
1 542     282.27 573.79
0 543     -401.13 398.92
1 543     -49.65002 507.06
2 543     -688.26 135.41
0 544     -498.2 383.5
1 544     -145.98 514.8
0 545     -456.97 390.36
1 545     -104.75 512.05
0 546     31.94 519.3
1 546     415.38 521.22
2 546     -263.11 282.52
0 547     -48.91998 439.49
1 547     308.47 460.87
2 547     -322.36 198.18
0 548     -176.88 458.27
1 548     185.09 511.05
2 548     -457.72 210.3
0 549     5.390015 383.27
1 549     353.3 389.5
2 549     -276.58 122.45
0 550     52.37 563.75
1 550     448.67 561.93
2 550     -248.81 331.68
0 551     126.36 426.89
1 551     491.8 402.03
0 552     36.08002 105.44
1 552     230.4399 121.01
2 552     132.97 124.28
0 553     -120.65 161.41
1 553     150.0699 207.52
0 554     70.70001 580.58
1 554     472.58 574.85
2 554     -233.73 349.9
0 555     -195.6 469.59
1 555     168.66 526.8
2 555     -477.56 224.6
0 556     -19.17999 86.73001
1 556     173.08 117.82
0 557     25.09003 523.03
1 557     408.4 526.83
2 557     -269.55 285.76
0 558     -34.81 501.42
1 558     341.29 519.6
0 559     -49.38 449.55
1 559     310.49 471.17
2 559     -324.2 210.11
0 560     -99.52002 183.32
1 560     178.7 222.8
0 561     74.03003 103.04
1 561     265.77 108.2
2 561     175.18 132.93
0 562     36.09998 66.25
1 562     216.34 83.17001
2 562     156.85 94.60999
0 563     115.74 44.87
1 563     285.49 39.39001
0 564     19.41998 551.93
1 564     411.52 564.91
0 565     70.39001 89.42001
1 565     257.21 96.03
2 565     181.96 124.59
0 566     -14.44 54.71997
1 566     166.24 85.76001
2 566     99.42999 62.92999
0 567     37.92999 29
1 567     205.63 46.20001
0 568     102.69 75.78003
1 568     283.23 73.42999
0 569     1.609985 72.13
1 569     187.3101 98.10999
0 570     44.10999 53.40002
1 570     219.4 68.16998
2 570     171.5 87.33002
0 571     79.44 48.54999
1 571     251.27 53.71002
0 572     7.039978 21.09998
1 572     174.8199 46.96997
0 573     150.73 19.84003
1 573     311.76 4.469971
2 573     297.36 83.27002
0 574     205.55 542.16
1 574     608.9301 502.34
2 574     -111.06 308.38
0 575     33.03998 45.07001
1 575     206.24 63.34998
0 576     -15.35999 96.92001
1 576     180.34 126.42
2 576     73.31 97.42999
0 577     30.95001 88.42001
1 577     218.85 105.37
2 577     136.5 108.54
0 578     67.96002 64.81
1 578     244.27 72.79999
0 579     85.39001 32.90002
1 579     252.04 36.16998
2 579     225.5699 82.67999
0 580     77.78998 581.84
1 580     480.38 574.44
2 580     -227.16 351.31
0 581     26.10999 541.1
1 581     414.6 545.11
2 581     -270.1 306.16
0 582     227.1 105.44
1 582     422.53 65.19
0 583     -579.36 388.27
1 583     -220.5 538.01
0 584     -514.96 328.94
1 584     -173.88 466.98
0 585     -288.92 389.6
1 585     56.88 470.05
0 586     -279.98 383.07
1 586     64.33002 462.22
2 586     -558.89 116.91
0 587     -377.46 331.02
1 587     -42.58002 436.11
0 588     25.57001 564.88
1 588     419.95 569.67
2 588     -272.91 331.94
0 589     46.78003 568.01
1 589     444.48 567.77
0 590     27.21002 556.13
1 590     419.35 560.26
2 590     -270.23 323.45
0 591     -514.25 323.6
1 591     -174.57 462.09
0 592     -344.06 331.94
1 592     -10.44 428.74
0 593     -430.81 464.7
1 593     -63.92999 577.55
2 593     -720.75 219.28
0 594     -540.09 439.52
1 594     -172.6 577.69
0 595     -540.09 439.52
1 595     -172.6 577.69
0 596     -497.67 413.06
1 596     -138.95 543.11
0 597     -426 413.09
1 597     -70.48999 526.63
2 597     -715.4 153.56
0 598     -522.77 277.77
1 598     -192.39 420.18
0 599     -517.14 370.95
1 599     -166.43 507.57
0 600     -455.2 201.72
1 600     -149.74 332.33
0 601     -455.62 196.97
1 601     -151.71 328.06
0 602     -462.46 410.62
1 602     -105.65 532.78
0 603     -435.45 415.85
1 603     -78.70001 531.75
2 603     -726.22 158.18
0 604     -502.43 391.09
1 604     -148.11 523.14
0 605     -568 390.88
1 605     -209.41 537.93
0 606     -365.42 400.71
1 606     -14.90002 500.41
2 606     -649.77 138.02
0 607     186.5601 -93.16998
1 607     314.55 -118.79
0 608     -344.66 336.39
1 608     -9.890015 433.16
0 609     -500.51 323.73
1 609     -161.55 458.61
0 610     -468.55 403.92
1 610     -113.15 527.66
0 611     -551.96 303.56
1 611     -214.25 451.72
0 612     -540.15 288.85
1 612     -206.46 435.23
0 613     -364.65 374.65
1 613     -20.15002 474.84
2 613     -648.21 104.67
0 614     -430.04 409.7
1 614     -74.84998 523.72
0 615     -468.35 388.24
1 615     -116.41 512.84
0 616     -440.76 33.53003
1 616     -195.35 173.17
2 616     -602.92 -255.3
0 617     -540.15 288.85
1 617     -206.46 435.23
0 618     -508.27 391.87
1 618     -153.48 525.38
0 619     -521.28 283.24
1 619     -190.28 425.37
0 620     -290.25 73.41998
1 620     -42.97998 170.21
0 621     -390.44 421.4
1 621     -34.45001 526.39
2 621     -677.16 164.34
0 622     -283.2 418.9
1 622     69.92999 498.43
0 623     -537.5 329.58
1 623     -194.44 473.16
0 624     -521.28 283.24
1 624     -190.28 425.37
0 625     -501.41 385.81
1 625     -148.37 517.95
0 626     -294.14 448.47
1 626     65.88 529.64
2 626     -575.59 198.07
0 627     -343.19 349.91
1 627     -5.059998 445.86
2 627     -624.28 73.77002
0 628     -490.58 382.82
1 628     -138.79 512.78
0 629     -342.17 433.21
1 629     15.06 526.49
2 629     -626.42 178.37
0 630     -544.1 313.68
1 630     -204.65 459.51
0 631     -426.29 463.9
1 631     -59.28003 575.56
2 631     -715.89 218.57
0 632     50.94 -80.45001
1 632     184.98 -64.40997
0 633     502.15 410.53
1 633     871.84 291.19
2 633     281.41 297.76
0 634     468.22 333.07
1 634     810.87 216.79
2 634     259.88 206.76
0 635     468.22 333.07
1 635     810.87 216.79
2 635     259.88 206.76
0 636     467.92 322.42
1 636     806.78 206.1
0 637     488.2 347.36
1 637     836.3101 227.06
0 638     587.72 123.46
1 638     855.11 -35.70001
0 639     158.51 -36.54999
1 639     302.03 -53.60999
2 639     327.4301 30.60999
0 640     576.61 110.13
1 640     839.49 -46.78998
2 640     484.4399 77.21002
0 641     570.16 93.29001
1 641     827.3101 -62.88
2 641     481.86 56.10999
0 642     495.84 392
1 642     859.29 273.02
2 642     277.91 277.29
0 643     484.25 382.93
1 643     843.87 265.96
2 643     266.22 263.15
0 644     496.28 343.38
1 644     843.6 220.5
2 644     290.15 228.73
0 645     592.49 146.02
1 645     867.5601 -13.82001
2 645     493.28 121.8
0 646     140.5 -25.17999
1 646     287.01 -36.60999
2 646     306.51 38.71002
0 647     2.659973 -73.95001
1 647     142.48 -44.12
2 647     169.81 -55.5
0 648     561.15 220.31
1 648     858.58 74.53998
2 648     438.5 182
0 649     -36.08002 45.51001
1 649     144.04 83.07999
0 650     188.12 -47.54999
1 650     328.6 -73.84998
2 650     359.5699 23.78998
0 651     174.5 -61.34003
1 651     310.95 -83.21002
2 651     352.0601 7.900024
0 652     -35.21002 6.559998
1 652     132.71 44.63
0 653     7.090027 -22.56
1 653     161.1 4.890015
2 653     161.07 0.1300049
0 654     14.53003 -27.70001
1 654     166.62 -2.780029
2 654     173.07 -1.469971
0 655     24.40002 -33.65002
1 655     173.53 -10.89001
2 655     186.57 -3.869995
0 656     146.35 -74.47998
1 656     279.33 -87.70001
2 656     328.45 -11.82001
0 657     146.35 -74.47998
1 657     279.33 -87.70001
2 657     328.45 -11.82001
0 658     -15.58002 -23.39001
1 658     140.39 10.41998
2 658     133.33 -11.09003
0 659     141.9 -82.04999
1 659     271.67 -93.56
2 659     326.75 -21.35999
0 660     -65.35999 -3.159973
1 660     103.84 43.70001
0 661     491.04 408.78
1 661     859.92 291.88
2 661     269.29 291.08
0 662     -18.21997 -8.539978
1 662     142.67 25.46997
2 662     124.53 1.849976
0 663     -45.23999 -8.880005
1 663     119.28 33.07001
2 663     84.27002 -13.65002
0 664     58.25 -61.65997
1 664     197 -48.39001
2 664     235.88 -21
0 665     58.25 -61.65997
1 665     197 -48.39001
2 665     235.88 -21
0 666     83.19 -80.78003
1 666     215.28 -74.33002
2 666     268.6801 -34.06
0 667     88.87 -58.83002
1 667     226.86 -54.41998
2 667     267.86 -8.049988
0 668     -305.54 380.81
1 668     38.89001 466.49
2 668     -585.86 113.34
0 669     -397.25 426
1 669     -40.04999 532.62
2 669     -684.49 170.53
0 670     -468.55 403.92
1 670     -113.15 527.66
0 671     -440.73 392.48
1 671     -89.29999 510.32
2 671     -732.04 127.14
0 672     -322.6 442.01
1 672     36.57001 530.51
2 672     -604.98 191.01
0 673     -546.04 329.19
1 673     -203.01 474.85
0 674     -319 401.27
1 674     30.51001 489.99
2 674     -600.45 139.18
0 675     -475.47 391.6
1 675     -122.47 517.6
0 676     -549.94 326.33
1 676     -207.18 472.96
0 677     -345.95 342.71
1 677     -9.530029 439.78
2 677     -627.06 64.37
0 678     -437.15 408.3
1 678     -82.39001 524.53
2 678     -727.79 147.48
0 679     -549.94 326.33
1 679     -207.18 472.96
0 680     -558.63 373.35
1 680     -204.64 519.21
0 681     -568.07 339.25
1 681     -221.17 489.38
0 682     -401.13 398.92
1 682     -49.65002 507.06
2 682     -688.26 135.41
0 683     -411.93 394.05
1 683     -61.38 505.03
2 683     -700.02 129.07
0 684     -446.11 394.82
1 684     -93.84003 513.79
0 685     -390.44 421.4
1 685     -34.45001 526.39
2 685     -677.16 164.34
0 686     -348.01 407.07
1 686     3.619995 502.66
2 686     -631.56 145.75
0 687     -560.28 341.94
1 687     -212.97 489.96
0 688     -453.52 404.4
1 688     -98.73999 524.04
0 689     -368.27 415.94
1 689     -13.84998 515.94
2 689     -652.94 157.38
0 690     -535.18 326.49
1 690     -193.06 469.85
0 691     -543.81 403.23
1 691     -184.27 544.11
0 692     -503.51 173.7
1 692     -203.85 317.48
0 693     -503.95 372.84
1 693     -153.75 507.33
0 694     -362.03 424.94
1 694     -6.150024 523.5
2 694     -646.27 168.63
0 695     -544.62 306.95
1 695     -206.61 453.5
0 696     -544.62 306.95
1 696     -206.61 453.5
0 697     -568.07 339.25
1 697     -221.17 489.38
0 698     -489.64 396.75
1 698     -134.75 525.78
0 699     -368.27 415.94
1 699     -13.84998 515.94
2 699     -652.94 157.38
0 700     -562.78 337.41
1 700     -216.65 486.33
0 701     -515.45 398.98
1 701     -158.75 533.94
0 702     -348.17 428.71
1 702     8.409973 523.38
2 702     -631.72 173.55
0 703     -444.44 411.52
1 703     -88.48999 529.5
2 703     -736.01 151.72
0 704     -377.71 -5.219971
1 704     -151.75 120.71
0 705     -101 96.82001
1 705     113.05 147.17
0 706     270.72 507.27
1 706     671.7 448.68
2 706     -49.83002 272.17
0 707     94.53998 54.53998
1 707     268.42 54.81
0 708     141.54 12.71002
1 708     300.48 -0.04998779
2 708     292.89 75.09998
0 709     183.1899 -9.880005
1 709     335.46 -35.09998
2 709     338.4301 59.88
0 710     247.42 -71.90002
1 710     384.09 -117.02
2 710     410.08 -0.07000732
