14 22106 67362
2 0     -667.92 123.11
7 159     -41.94 126.65
8 159     188.82 -12.17001
10 159     -43.96997 151.63
12 159     28.98999 93.21002
13 159     411.98 -212.81
2 160     283.4399 81.82001
3 160     184.16 -228.25
4 160     -275.05 -522.09
6 160     111.94 87.96002
7 160     48.56 157.58
8 160     264.11 19.95001
10 160     61.84998 179.26
12 160     132.17 138.63
13 160     491.89 -191.61
15 160     146.59 184.22
2 161     68.46997 349.72
3 161     -80.07001 14.46002
6 161     -40.34998 705.99
8 161     137.64 276.26
9 161     -96.78998 379.89
11 161     525.6899 -173.81
13 161     524.83 264.41
14 161     722.54 -133.01
2 162     273.0699 259.27
7 162     278.24 517.42
12 162     288.03 498.28
13 162     646.0601 109.59
4 163     -10.85999 -512.16
5 163     641.42 -160.99
6 163     -216.56 549.92
7 163     4.140015 575.78
9 163     -215.32 283.94
11 163     364.74 -268.03
12 163     -50.64001 523.03
14 163     545.62 -242.13
4 164     -14.88 -527.89
5 164     664.9 -164.78
6 164     -191.52 548.91
7 164     26.15002 573.56
8 164     34.54999 186.94
9 164     -197.96 280.69
11 164     386.34 -270.69
12 164     -26.28998 520.98
14 164     569.28 -245.63
2 165     186.57 -3.869995
3 165     97.59003 -312.35
6 165     6.099976 -11.70001
8 165     181.8 -51.17999
9 165     48.21002 88.95001
10 165     -61.03998 104.15
12 165     17.95001 40.59998
13 165     399 -248.7
15 165     2.97998 94.41
3 166     -171.71 -6.830017
5 166     706.02 -78.21002
6 166     -161.51 658.46
9 166     -178.55 358.06
11 166     417.84 -198.43
14 166     605.78 -159.77
2 167     9.570007 335.35
3 167     -135.54 0.2199707
5 167     753.28 -70.44
6 167     -113.82 674.87
8 167     88.88 263.38
9 167     -146.16 365.1
11 167     459.21 -190.45
13 167     465.92 247.72
14 167     651.04 -151.29
9 168     49.21997 134.84
12 168     26.72998 102.87
2 169     304.61 222.89
3 169     164.38 -101.85
7 169     302.4301 476.21
9 169     117.79 279.34
10 169     466.87 588.03
13 169     668.05 73.73999
7 170     -325.1 553.48
8 170     -237.41 192.64
11 170     58.08002 -269.64
2 171     -208.3 270.65
3 171     -342.57 -63.31
4 171     13.34998 -417.02
5 171     494.71 -139.77
6 171     -379 550.16
11 171     228.8101 -253.55
12 171     -207.89 530.34
14 171     401.54 -224.29
2 172     316.54 13.31
3 172     219.28 -292.54
4 172     -328.38 -525.72
6 172     144.62 10.69
7 172     66.08002 88.5
8 172     289.94 -38.23999
10 172     75.76001 97.16998
12 172     161.75 59.02002
13 172     505.97 -251.96
15 172     163.8 87.95999
2 173     -396.9 309.1
5 173     299.71 -106.32
12 173     -431.28 544.3
3 174     -376.75 3.419983
5 174     461.34 -77.01001
6 174     -429.11 622.27
8 174     -122.47 260.38
9 174     -363.22 359.37
11 174     194 -203.07
12 174     -255.92 596.71
13 174     233.39 230.47
14 174     366.89 -164.31
4 175     5.109985 -307.34
5 175     320.46 -178.54
6 175     -570.17 468.95
8 175     -223.46 171.63
12 175     -392.17 465.38
2 176     -385.52 264.61
3 176     -513.7 -66.44
5 176     306.71 -146
7 176     -325.97 561.88
12 176     -414.14 499.88
2 177     450.6 123.6
6 177     360.59 303.01
7 177     388.3101 329.95
8 177     429.53 74.64999
9 177     247 200.81
10 177     541.84 391.75
12 177     448.1899 312.03
15 177     730.76 441.21
2 178     284.48 250.28
3 178     143.97 -76.14001
7 178     286.92 505.54
9 178     98.90002 301.5
11 178     608.0601 -364.26
12 178     299.52 486.65
3 179     30.39001 -200.91
4 179     -209.6 -431.37
5 179     650.5601 -558.9
6 179     -52.65002 132.36
8 179     136.72 50.10001
10 179     -72.58002 258.29
12 179     -28.34003 186.58
13 179     378.79 -137.34
15 179     -10.64001 274.73
2 180     -268.18 224.09
3 180     -400.73 -106.94
4 180     -3.909973 -370.63
5 180     425.41 -181.63
6 180     -448.6 485.68
7 180     -201.86 537.32
8 180     -141.23 170.21
9 180     -377.72 259.57
11 180     167.71 -291.5
12 180     -275.57 475.28
13 180     207.91 144.49
14 180     334.92 -267.62
2 181     221.79 100.85
4 181     -246.37 -484.5699
5 181     742.48 -606.88
6 181     47.07001 108.12
7 181     -3.690002 181.62
8 181     214.19 35.73001
10 181     4.809998 212.24
13 181     446.21 -168.4
15 181     79.21002 222.64
2 182     227.13 37.25
3 182     134.36 -272.36
4 182     -287.49 -467.25
6 182     49.85999 32.48999
7 182     -13.84003 116.83
8 182     216.13 -18.17001
10 182     -13.46997 137.43
12 182     63.96997 84.82001
13 182     436.85 -222.97
15 182     58.15002 134.18
2 183     -326.78 216.12
3 183     -455.82 -114.88
5 183     358.51 -196.54
6 183     -518.97 455.42
7 183     -269.05 518.32
8 183     -190.23 161.9
11 183     102.53 -303.55
12 183     -347.35 452.81
13 183     154.98 130.13
14 183     269.6899 -282.93
2 184     -139.8 294.01
5 184     573.29 -115
6 184     -296.96 593.18
8 184     -35.59003 227.87
9 184     -271.26 325.11
12 184     -128.39 566.02
14 184     478.04 -198.71
2 185     -169.53 210.4
3 185     -306.21 -121.66
4 185     -20.63 -436.52
5 185     530.26 -195.32
7 185     -97.59003 535.62
8 185     -60.12 161.38
12 185     -160.51 473.98
13 185     292.33 139.21
14 185     439.15 -277.71
2 186     40.58002 22.17999
3 186     -46.34003 -291.68
4 186     -239.94 -362.24
6 186     -141.57 31.89001
7 186     -159.02 137.8
8 186     66.19 -25.13
9 186     -76.63 104.62
12 186     -119.82 88.01001
2 187     117.52 112.21
3 187     23.60999 -203.77
4 187     -209.54 -426.17
5 187     642.16 -560.45
6 187     -60.15997 128.96
7 187     -85.34003 211.04
10 187     -81.46002 256.59
12 187     -36.08002 183.32
13 187     371.5601 -138.84
15 187     -19.90997 271.53
2 188     -390.98 191.05
3 188     -522.51 -138.85
5 188     293.46 -212.16
7 188     -327.87 496.49
11 188     49.62 -316.6
12 188     -414.77 423.44
14 188     206.41 -299.47
3 189     -520.56 -59.33002
5 189     299.72 -140.23
7 189     -334.1 567.11
8 189     -243.81 204.96
2 190     -313.63 232.37
5 190     378.5 -174.74
6 190     -503.58 485.29
7 190     -248.99 540.86
9 190     -417.18 265.42
12 190     -327.95 476.69
13 190     170.41 148.91
14 190     288.84 -260.8
2 191     87.09003 55.45001
3 191     -0.9799805 -258.93
7 191     -121.42 157.74
8 191     104.1 0.3999939
10 191     -127.06 197.67
12 191     -74.22998 118.02
13 191     339.58 -182.27
15 191     -73.92999 202.38
2 192     -36.85999 345
2 194     -292.63 238.33
3 194     -424.24 -93.19
4 194     4.030029 -356.43
5 194     400.83 -169.58
6 194     -479.11 496.14
7 194     -227.31 548.28
9 194     -399.82 271.04
11 194     144.96 -280.37
12 194     -304.11 485.04
14 194     310.6801 -255.19
3 195     12.35999 -220.83
4 195     -216.27 -413.5
6 195     -73.78003 109.93
12 195     -51.15997 164.89
15 195     -38.75 251.93
2 196     -208.35 336
3 196     -341.04 2.47998
4 196     48.65002 -425.27
5 196     501.38 -77.10999
6 196     -383.66 627.96
8 196     -91.76001 260.21
9 196     -331.5 359.87
11 196     230.22 -202.34
12 196     -212.09 600.83
13 196     265.26 231.9
14 196     405.6801 -163.56
2 197     242.29 18.33002
3 197     149.55 -289.6
4 197     -303.16 -472.6
7 197     -3.77002 97.54001
8 197     227.51 -33.57999
9 197     93.45001 109.49
10 197     -4.349976 114.38
12 197     77.98999 62.90997
13 197     445.17 -240.05
15 197     69.32001 106.93
7 198     -258.07 571.56
2 199     473.13 179.82
3 199     334.27 -137.02
6 199     387.02 360.51
7 199     412.3199 375.85
8 199     448.74 119.56
9 199     264.48 249.05
10 199     573.62 443.91
12 199     472.78 369.35
15 199     767.6 504.36
2 200     366.0601 60.70001
3 200     261.33 -246.76
7 200     131.12 137.56
12 200     229.13 119.26
13 200     562.79 -214.14
15 200     260.99 150.53
2 201     167.14 91.60999
3 201     73.59998 -221.74
6 201     -10.59003 98.02002
7 201     -53.29999 179.5
10 201     -51.03998 214.94
12 201     8.070007 152.5
15 201     14.54999 224.23
3 202     293.89 -123.91
7 202     379.02 399.06
15 202     722.96 542.21
2 203     328.42 116.97
6 203     167.01 141.13
8 203     304.62 50.12
10 203     142.42 225.31
12 203     196.89 188.72
15 203     242.12 239.97
7 204     390.1 324.45
10 204     543.67 385.04
12 204     451.0601 305.95
15 204     732.4301 433.17
3 205     130.42 -287.33
4 205     -295.67 -459.41
6 205     43.02002 13.70001
7 205     -20.92999 102.67
8 205     210.97 -32.04999
12 205     56.23999 66.40997
13 205     430.37 -234.3
2 206     249.66 104.71
3 206     150.47 -207.94
4 206     -251.29 -504.83
8 206     236.93 38.84
9 206     94.48999 181.09
10 206     32.96002 212.25
12 206     97.26001 165.12
13 206     468.64 -167.93
2 207     -276.42 277.86
3 207     -407.92 -53.87
4 207     22.45001 -371.38
5 207     421.72 -133.12
6 207     -462.6 544.56
9 207     -387.45 306.42
11 207     161.02 -250.55
12 207     -288.85 528.93
13 207     203.33 183.99
14 207     329.8101 -219.11
2 208     -265.52 183.03
3 208     -398.86 -147.94
4 208     -25.92999 -367.47
5 208     424.14 -220.38
6 208     -442.26 439.17
7 208     -197.33 501.73
8 208     -138.53 137.84
12 208     -269.03 432.94
13 208     207.9301 114.11
14 208     334.72 -305.05
2 209     -256.81 345.94
3 209     -388.75 12.31
4 209     56.53003 -393.47
5 209     450.26 -69.14001
6 209     -443.48 629.61
8 209     -131.48 267.29
12 209     -269.88 604.27
13 209     223.9399 236.8
14 209     355.35 -156.38
2 210     247.14 96.56
6 210     73.88 103.43
7 210     17.19 175.88
8 210     234.55 32.01001
10 210     28.5 203.16
12 210     93.96002 155.42
13 210     464.97 -174.63
15 210     107.03 211.97
2 211     -238.87 268.22
3 211     -371.38 -64.81
5 211     461.17 -141.23
7 211     -172.06 580.41
8 211     -117.31 205.63
9 211     -354.34 299.27
12 211     -243.84 524.93
13 211     235.34 178.5
14 211     368.77 -227.07
2 212     -312.03 291.44
5 212     385.72 -120.8
6 212     -506.56 553.36
12 212     -330.83 538.48
2 213     -254.4 297.61
4 213     30.38 -388.91
5 213     449.01 -112.25
8 213     -129.27 233.3
11 213     184.03 -234.65
12 213     -263.03 554.79
2 214     213.35 44.44
3 214     120.51 -265.61
4 214     -278.99 -460.13
7 214     -24.98999 125.41
9 214     67.64001 130.2
10 214     -25.15002 148.52
13 214     427.03 -215.01
15 214     44.32001 146.83
2 215     -256.81 345.94
4 215     56.53003 -393.47
5 215     450.26 -69.14001
6 215     -443.48 629.61
8 215     -131.48 267.29
11 215     183.08 -197.11
12 215     -269.88 604.27
13 215     223.9399 236.8
14 215     355.35 -156.38
2 216     198.6 13.59998
3 216     107.97 -295.38
7 216     -42.65002 98.39999
8 216     191.84 -37.03
10 216     -47.03003 119.35
12 216     32.19 59.70001
13 216     410.73 -237.03
15 216     19.21997 112.19
2 217     256.47 105.07
3 217     157.05 -207.24
4 217     -252.08 -508.97
6 217     84.84998 114.46
8 217     243 39.04001
10 217     42.77002 212.07
12 217     106.33 166.11
15 217     122.54 223.17
2 218     -250.24 311.54
5 218     453.3 -101.72
6 218     -432.97 589.42
8 218     -126.29 239.01
9 218     -366.39 336.6
12 218     -259.94 568.39
13 218     227.78 210.72
14 218     359.63 -187.66
9 219     -181.18 370.95
2 220     171.48 117.72
3 220     74.65997 -196.57
4 220     -219.59 -456.89
6 220     -6.23999 131.89
8 220     173.12 51.48999
10 220     -39.71002 249.52
12 220     16.47998 185.2
13 220     409.6899 -143.26
15 220     29.78003 264.25
2 221     186 132.4
4 221     -216.65 -475.46
5 221     719.26 -559.3199
6 221     12.91998 151.52
7 221     -21.66998 222.04
9 221     41.96002 200.91
12 221     37.63 204.39
13 221     428.28 -131.82
15 221     63.57001 281.18
2 222     249.5601 51.06
3 222     154.13 -258.21
6 222     73.92999 48.77002
7 222     8.640015 128.39
10 222     13.22998 148.31
12 222     89.76001 100.6
15 222     89.46002 147.5
2 223     300.67 265.35
3 223     159.53 -60.69
6 223     208.76 510.62
7 223     301.91 517.32
8 223     313.56 197.13
9 223     112.82 316.26
11 223     621.91 -353.53
13 223     669.66 109.28
3 224     -6.01001 -212.95
4 224     -205.37 -406.7
6 224     -92.48001 121.57
7 224     -110.6 208.46
12 224     -68.31 176.95
13 224     348.72 -139.78
15 224     -52.90997 272.21
2 225     489.0601 71.91998
3 225     354.37 -240.1
6 225     400.9 242.71
7 225     415.95 275.68
8 225     459.75 31.13
9 225     280.35 158.38
10 225     569.67 323.41
12 225     486.55 252.59
15 225     765.13 360.06
2 226     -106.38 246.68
3 226     -244.55 -86.67999
4 226     -7.580017 -489.42
5 226     607.66 -160.9
6 226     -253.33 545.69
7 226     -28.26001 573.45
8 226     -6.830017 190.26
9 226     -240.99 284.56
11 226     332.74 -268.21
12 226     -86.58002 521.78
14 226     511.92 -239.76
3 227     -340 -52.63
5 227     498.2 -129.17
6 227     -376.85 563.45
9 227     -326.96 310.94
13 227     262.67 187.59
14 227     402.5601 -216.86
2 228     -373.82 222.36
6 228     -575.73 461.07
7 228     -311.18 525.7
8 228     -227.42 166.83
11 228     67.79999 -293.47
2 229     493.73 115.47
3 229     357.84 -198.01
7 229     423.85 313.16
8 229     464.09 66.48001
9 229     283.12 195.42
10 229     581.84 367.13
13 229     796.54 -75.71002
15 229     778.88 412.84
5 230     823.46 -55.41998
6 230     -44.66998 701.82
14 230     718.4301 -135.59
2 231     249.53 269.02
3 231     109.36 -58.81
7 231     258.54 530.67
8 231     272.84 201.42
9 231     68.65997 317.41
11 231     581.02 -336.67
12 231     264.36 511.01
13 231     627.76 121.9
14 231     861.33 -311.98
2 232     13.09998 342.9
3 232     -132.38 8.530029
5 232     758.59 -61.53003
6 232     -109.89 685.91
9 232     -143.44 372.65
11 232     463.6 -182.77
13 232     470.15 255.05
14 232     656.37 -142.8
2 233     44.15997 89.64001
3 233     -46.14001 -227.81
4 233     -202.34 -382.32
5 233     569.26 -559.59
6 233     -136.67 110.68
7 233     -143.73 203.42
8 233     71.54999 30.76999
10 233     -144.5 254.61
12 233     -109.01 165.38
13 233     317.92 -142.34
15 233     -93.70001 269.6
2 234     373.16 86.84003
3 234     266.4399 -222.66
7 234     151.75 170.55
10 234     187.85 188.5
13 234     579.6801 -186.69
15 234     296.75 197.05
4 235     -270.11 -404.41
6 235     -49.63 13.28003
8 235     138.58 -33.10001
10 235     -102.58 140.11
12 235     -34.45001 67.79999
13 235     363.29 -222.82
15 235     -45.77002 136.3
2 236     95.25 39.62
3 236     6.880005 -273.29
4 236     -247.04 -391.28
6 236     -86.98999 42.53003
7 236     -119.46 139.58
10 236     -127.23 176.26
12 236     -69.31 98.40997
13 236     341.0601 -197.16
15 236     -73.79999 178.24
2 237     264.36 62.40002
3 237     167.6 -247.31
6 237     90.56 62.09998
7 237     25.02002 138.72
8 237     247.36 2.619995
10 237     33.06 158.93
12 237     107.93 113.56
13 237     471.55 -206.66
15 237     112.43 159.96
3 238     -119.82 -54.15997
5 238     765.71 -125.39
6 238     -93.42001 610.95
9 238     -131.35 316.11
11 238     474.5601 -234.16
13 238     477.0601 204.47
14 238     666.0699 -204.3
2 239     -476.4 269.92
3 239     -602.96 -59.14001
7 239     -420.1 556.73
2 240     -295.37 231.19
5 240     397.21 -176.23
6 240     -481.45 487.16
7 240     -229.9 541.47
8 240     -163.31 175.42
9 240     -401.32 264.69
11 240     142.67 -285.66
12 240     -306.45 477.93
2 241     -373.48 229.01
5 241     315.87 -177.84
6 241     -575.83 468.81
7 241     -311.31 531.94
8 241     -227.59 172.18
11 241     68.06 -288.18
12 241     -397.13 464.88
13 241     119.98 143.22
14 241     227.21 -265.1
5 242     376.87 -86.44
6 242     -525.2 596.26
8 242     -187.31 252.48
11 242     117.38 -212.36
12 242     -348.11 576.7
2 243     -317.18 336.71
5 243     384.75 -79.57001
2 244     -108.67 319.62
3 244     -247.36 -14.28003
4 244     33.35999 -497.54
5 244     611.59 -88.92999
6 244     -260.03 630.92
9 244     -245.94 348.4
11 244     332.1899 -209.92
12 244     -92.63 598.2
14 244     514.22 -172.91
8 245     -123.38 238.84
9 245     -363.14 335.78
11 245     191.63 -225.06
14 245     363.96 -189.09
2 246     -394.45 297.51
12 246     -427.2 532.72
2 247     -47.41998 330.61
3 247     -190.18 -3.72998
5 247     684.04 -75.85999
6 247     -185.23 657.77
9 247     -195.12 360
11 247     397.0699 -196.83
12 247     -18.96002 618.33
14 247     584.34 -158.52
2 248     -391.95 291.47
4 248     37.35999 -300.34
5 248     303.39 -122.04
8 248     -243.02 220.82
11 248     53.12 -243.16
12 248     -423.93 526.44
4 249     8 -202.89
5 249     140.86 -198.54
7 249     -486.46 492.28
11 249     -88.52002 -307.31
12 249     -593.25 415.78
2 250     278.37 -126.1
3 250     192.11 -426.1801
6 250     96.41998 -143.67
13 250     448.25 -359.12
15 250     67.58002 -75.71002
2 251     246.86 -130.62
3 251     162.33 -432.36
4 251     -392.52 -435.76
6 251     63.46997 -149.49
7 251     -23.40997 -39.03998
8 251     226.16 -157.46
10 251     -38.65997 -39.60999
12 251     68.59003 -101.44
13 251     423.0699 -357.68
15 251     30.53003 -73.90002
3 252     53.09003 -572.28
4 252     -425.55 -340.07
6 252     -56.90002 -280.99
7 252     -127.4 -131.06
8 252     126.95 -265.35
9 252     12.52002 -132.12
12 252     -54.70001 -229.04
15 252     -106.78 -179.61
2 253     222.61 -215.93
3 253     145.84 -515.6801
4 253     -434.64 -395.26
7 253     -60.25 -114.07
8 253     203.45 -227.89
10 253     -88 -121.26
12 253     32.71002 -195.36
13 253     388.01 -421.76
15 253     -26.53003 -169.73
6 254     -61.42999 -314.74
7 254     -131.29 -154.16
9 254     13.54999 -169.89
10 254     -163.18 -152.7
12 254     -57.20001 -263.02
15 254     -112.3 -208.23
2 255     -433.52 297.61
5 255     261.6899 -117.02
7 255     -377.81 586.54
11 255     15.21002 -239.97
12 255     -472.32 527.51
8 256     -136.57 251.82
9 256     -377.9 350.99
11 256     176.89 -211.6
13 256     218 221.58
5 257     763.0699 -58.31
11 257     467.3101 -179.99
13 257     473.42 257.95
14 257     659.73 -139.16
2 258     -192.78 180.2
8 258     -78.79999 136.63
13 258     271.1 115.41
14 258     412.89 -306.29
2 259     -474.49 122.36
10 259     -369.55 582.03
13 259     33.91998 62.66998
14 259     118.61 -360.45
2 260     192.15 103.27
3 260     96.91998 -210.78
4 260     -236.4 -465.58
5 260     711.8101 -595.54
6 260     16.45001 111.46
7 260     -29 188.16
8 260     190.35 38.17001
9 260     47.46997 177.56
10 260     -22.73999 222.21
12 260     36.44 165.04
13 260     423.49 -161.31
15 260     47.35999 233.69
2 261     40.96002 98.21002
3 261     -50.34998 -218.91
4 261     -196.15 -384.53
5 261     569.83 -547.52
6 261     -139.27 122.79
7 261     -142.92 214.5
8 261     69.75 38.73999
10 261     -141.67 268.22
12 261     -109.85 177.54
13 261     318.09 -133
